first_name,last_name,full_name,phone,client_id,dob,age,inception,city,state,street,advisor,lat,lon,account_types,total_aum
Terry,Hodgdon,Terry Hodgdon,482-220-0603,523,1951-05-18,67,2012-01-17,Arvada,CO,12493 West 84th Circle,Cynthia,39.850675,-105.1410626,"Brokerage,Roth 401(k)",30310.35476481237
Robert,Mcneal,Robert Mcneal,230-744-8848,524,1967-08-15,51,2004-12-21,Hayward,CA,3835 Oakes Drive,Cynthia,37.661345,-122.032784,"Roth IRA,529,Brokerage,Traditional IRA,Roth 401(k)",61438.71406067127
Eric,Hickey,Eric Hickey,291-379-8689,525,1972-11-26,45,2017-02-25,Anchorage,AK,7450 Wade Circle,Cynthia,61.153018,-149.906705,"Brokerage,Roth IRA",14758.785099475404
Brenda,Cavender,Brenda Cavender,361-971-3473,526,1967-06-14,51,2008-09-05,Glendale,AZ,8150 North 61st Avenue,Cynthia,33.555668,-112.1926295,"Roth 401(k),529,Roth IRA",312987.3376413801
Jacqueline,Caldeira,Jacqueline Caldeira,453-399-1338,527,1954-07-15,64,2001-03-09,Grass Valley,CA,560 Penstock Drive,Robert,39.213076,-121.077583,"Brokerage,529",25474.731195892124
Marsha,Korsmeyer,Marsha Korsmeyer,219-456-8512,528,1958-12-03,59,2002-12-07,Glendale,AZ,21323 North 64th Avenue,Robert,33.6803787,-112.1972274,"Traditional IRA,Roth IRA,529,Roth 401(k)",61705.53547730031
Marcel,Gill,Marcel Gill,635-827-6049,529,1990-04-05,28,2003-01-26,Louisville,KY,1112 Flat Rock Road,Cynthia,38.251812,-85.43454,Brokerage,17011.20521620012
Justin,Miles,Justin Miles,690-324-6080,530,1975-02-13,43,2017-01-06,Union City,CA,31770 Alvarado Boulevard,Robert,37.5927298,-122.071967,"Brokerage,Traditional IRA,Roth 401(k),529",361353.79756821325
Garland,Yates,Garland Yates,666-675-1609,531,1959-06-15,59,2016-01-01,Louisville,KY,208 Kinnaird Lane,Cynthia,38.242112,-85.550184,"Roth 401(k),529,Roth IRA,Brokerage,Traditional IRA",241364.21650827737
Laure,Rickman,Laure Rickman,116-362-7293,532,1990-10-20,28,2000-09-01,Severna Park,MD,722 Oak Grove Circle,Cynthia,39.069901,-76.52649699999999,Traditional IRA,12516.867008636162
Ricky,Trevino,Ricky Trevino,602-299-8338,533,1978-03-20,40,2016-01-05,Norman,OK,508 Baker Street,Robert,35.224961,-97.51696299999999,"Brokerage,Traditional IRA,529",59701.399973171894
Jim,Tucci,Jim Tucci,408-195-2619,534,1985-07-23,33,2007-03-04,Charlotte,VT,31 Hills Point Road,Robert,44.335754,-73.280121,Roth IRA,12861.744959044994
Donald,Dominquez,Donald Dominquez,138-681-3393,535,1980-05-26,38,2016-03-23,Nashville,TN,4032 Windwood Lane,Cynthia,36.130924,-86.6350269,"529,Brokerage,Traditional IRA,Roth 401(k),Roth IRA",154112.27283852617
David,Gunderson,David Gunderson,682-313-6715,536,1979-10-04,39,2005-06-27,Fayetteville,AR,3537 West Chevaux Drive,Cynthia,36.0799976,-94.20940689999999,"Brokerage,Roth 401(k)",24712.865575250085
Daisy,Kurylo,Daisy Kurylo,467-865-1235,537,1977-11-08,41,2005-11-12,Annapolis,MD,919 Windsor Avenue,Cynthia,38.968518,-76.4905689,"Roth IRA,Traditional IRA,Roth 401(k),529,Brokerage",73468.3602732069
John,Williams,John Williams,373-384-9407,538,1962-08-12,56,2007-11-27,Louisville,KY,1424 Winter Avenue,Robert,38.2369017,-85.72480499999999,"Roth IRA,529,Roth 401(k)",32084.325308347397
Marjorie,Miles,Marjorie Miles,323-170-3098,539,1980-01-25,38,2000-04-26,Washington,DC,328 Missouri Avenue Northwest,Cynthia,38.957119,-77.017178,"Traditional IRA,Brokerage,529,Roth 401(k),Roth IRA",60316.507492063
William,Calkins,William Calkins,592-403-2272,540,1957-06-14,61,2015-02-13,Nashville,TN,3534 Saint Lawrence Road,Cynthia,36.289224,-86.877681,"Roth 401(k),Roth IRA",18369.80524921301
Thomas,Rodriguez,Thomas Rodriguez,596-783-8255,541,1977-10-04,41,2017-07-15,Manchester,CT,249 Progress Drive,Robert,41.802592,-72.500021,"Roth IRA,Traditional IRA,Roth 401(k),Brokerage,529",58900.52382670698
John,Grubbs,John Grubbs,334-653-7433,542,1982-10-21,36,2015-04-16,Aquinnah,MA,7 Maple Hill Road,Robert,41.33201400000001,-70.8181309,529,3793.9043407472745
Lawrence,Anderson,Lawrence Anderson,531-523-6009,543,1978-03-21,40,2000-11-10,Savannah,GA,112 Mallard Drive,Robert,31.970414,-81.22593499999999,"Traditional IRA,Brokerage,529",50995.649738864886
Bessie,Parrish,Bessie Parrish,397-411-5576,544,1975-11-04,43,2015-07-18,Norman,OK,2617 Truffula Circle,Robert,35.2505473,-97.4527748,"Traditional IRA,Roth IRA",33496.83989956541
Jeannie,Norton,Jeannie Norton,163-268-1617,545,1978-08-09,40,2012-06-13,Oklahoma City,OK,6604 Northwest 130th Street,Cynthia,35.60202,-97.63125000000001,"529,Roth IRA,Roth 401(k)",34342.94870960607
Scott,Mcconnell,Scott Mcconnell,672-841-6559,546,1976-04-08,42,2006-04-12,Washington,DC,5000 V Street Northwest,Robert,38.917076,-77.09743399999999,Brokerage,6322.109424236502
Jeanne,Green,Jeanne Green,159-730-1984,547,1963-08-13,55,2005-03-07,Oakland,CA,5430 Brookdale Avenue,Cynthia,37.774636,-122.195447,"529,Traditional IRA,Roth IRA,Roth 401(k)",215835.12384215806
Paula,Mercado,Paula Mercado,285-560-4031,548,1973-04-27,45,2012-10-17,Savannah,GA,43 Henderson Avenue,Robert,31.97937899999999,-81.06062,"529,Brokerage,Roth 401(k),Roth IRA",586985.4056569912
Willie,Sayre,Willie Sayre,219-714-3312,549,1984-05-06,34,2008-06-25,Nashville,TN,3901 West End Avenue,Cynthia,36.130816,-86.83483,"Roth IRA,529,Brokerage",45192.656990257994
Christine,Cash,Christine Cash,214-740-6441,550,1963-10-21,55,2014-12-08,Panama City,FL,1909 Wainwright Avenue,Cynthia,30.183868,-85.722174,"Traditional IRA,Brokerage",25466.353814866456
Rex,Baugus,Rex Baugus,641-580-9766,551,1959-06-13,59,2008-04-27,Washington,DC,1263 Evarts Street Northeast,Cynthia,38.924278,-76.988248,"529,Traditional IRA,Roth 401(k),Brokerage",33983.52230256426
William,Jones,William Jones,443-672-5143,552,1972-09-11,46,2000-07-03,Laurel,MD,8142 Mallard Shore Drive,Cynthia,39.112812,-76.80575499999999,Brokerage,15852.126056654792
James,Munoz,James Munoz,193-956-1620,553,1952-08-28,66,2005-09-10,Norman,OK,405 Flint Ridge Court,Cynthia,35.222486,-97.507916,Traditional IRA,23188.919849986076
Raul,Mcmahan,Raul Mcmahan,404-518-9034,554,1983-09-05,35,2002-04-19,Louisville,KY,5316 Silver Wing Boulevard,Robert,38.31594,-85.556752,"Roth 401(k),Roth IRA,529,Brokerage,Traditional IRA",48155.08832451243
Robert,Estey,Robert Estey,216-122-9950,555,1981-12-20,36,2013-11-20,Edmond,OK,19448 Currant Drive,Cynthia,35.6697215,-97.5520796,"Roth IRA,Brokerage,Traditional IRA,529",37293.00943455215
Howard,Chance,Howard Chance,132-227-5778,556,1970-02-20,48,2010-10-15,Revere,MA,382 Ocean Avenue,Robert,42.411366,-70.991801,"529,Traditional IRA,Brokerage,Roth IRA,Roth 401(k)",458800.2702112905
Vicenta,Bell,Vicenta Bell,501-665-1285,557,1977-04-17,41,2002-04-07,Savannah,GA,227 West Montgomery Cross Road,Robert,31.998812,-81.134464,"Roth 401(k),Traditional IRA,Roth IRA,529,Brokerage",213829.16156343563
Ronald,Skelton,Ronald Skelton,171-275-6658,558,1988-04-11,30,2013-02-14,Washington,DC,615 Q Street Northwest,Robert,38.9113118,-77.0206808,"Brokerage,529,Roth 401(k)",220697.0230553308
Kevin,Brown,Kevin Brown,689-395-7087,559,1989-02-09,29,2007-06-23,Washington,DC,1256 Talbert Street Southeast,Robert,38.8617636,-76.99095559999999,"Brokerage,Roth 401(k),529,Roth IRA,Traditional IRA",272725.4588044757
Celia,Arnold,Celia Arnold,353-174-9503,560,1983-07-17,35,2017-05-09,Glendale,AZ,5514 West Altadena Avenue,Robert,33.592239,-112.178085,"Traditional IRA,Roth 401(k),Brokerage,Roth IRA,529",44592.32294383138
Dorothy,Dean,Dorothy Dean,437-799-5104,561,1990-11-22,27,2015-05-19,Washington,DC,1710 Monroe Street Northeast,Cynthia,38.933363,-76.98034799999999,"Brokerage,Roth IRA,Traditional IRA",19395.041422305374
Francis,Grundy,Francis Grundy,620-401-8079,562,1983-10-14,35,2001-11-18,Louisville,KY,1311 Durrett Lane,Robert,38.19042350000001,-85.71786039999999,"Roth 401(k),Traditional IRA,Brokerage,Roth IRA,529",67401.49119639602
Kelli,Frazer,Kelli Frazer,167-174-6370,563,1955-04-19,63,2004-07-22,Alameda,CA,72 Salmon Road,Robert,37.739659,-122.255689,"529,Brokerage,Traditional IRA,Roth IRA,Roth 401(k)",68902.43510189537
Mary,Ruel,Mary Ruel,251-949-2055,564,1988-06-06,30,2012-11-09,Panama City,FL,1416 Ridgewood Avenue,Robert,30.1738197,-85.6007266,"Traditional IRA,Roth IRA,529,Roth 401(k)",43775.741997233294
Joseph,Harper,Joseph Harper,135-649-3986,565,1978-06-02,40,2009-12-24,Washington,DC,3708 Fort Lincoln Drive Northeast,Robert,38.922628,-76.9529694,Roth 401(k),85257.36781434869
Nancy,Powers,Nancy Powers,345-763-0055,566,1963-01-12,55,2007-11-11,Oklahoma City,OK,2613 Southeast 50th Street,Robert,35.415036,-97.46544999999999,Traditional IRA,4483.637293928223
Genevieve,Smith,Genevieve Smith,686-292-8121,567,1953-04-03,65,2005-10-27,Mountain View,CA,369 Ruth Avenue,Cynthia,37.409802,-122.100957,"Roth IRA,Traditional IRA,Roth 401(k),529",76426.04835610163
Mark,Arango,Mark Arango,688-641-4406,568,1979-03-16,39,2015-10-12,Montgomery,AL,9436 Briarlea Court,Cynthia,32.324039,-86.144651,"Brokerage,Roth 401(k)",35586.96109273495
Ricky,Best,Ricky Best,230-697-2893,569,1980-09-13,38,2012-04-26,Livermore,CA,1679 Frederick Michael Way,Robert,37.655627,-121.77304,"Traditional IRA,Roth 401(k),Brokerage,Roth IRA",44541.457894280255
William,Yau,William Yau,307-168-6786,570,1961-02-01,57,2002-02-08,Fayetteville,AR,3147 West Old Farmington Road,Robert,36.0531475,-94.2055113,"Brokerage,Roth IRA",143424.0556571401
John,Hesse,John Hesse,494-683-9936,571,1963-02-26,55,2004-10-14,Nashville,TN,410 51st Avenue North,Cynthia,36.1527274,-86.84816409999999,"Roth IRA,529",20645.786385963613
Ernest,Walker,Ernest Walker,532-306-9120,572,1982-02-24,36,2017-04-05,Fountain,FL,17623 Norma Lane,Cynthia,30.468398,-85.468452,"529,Traditional IRA,Brokerage,Roth 401(k),Roth IRA",55875.46982849994
Lois,Poeppelman,Lois Poeppelman,350-963-8346,573,1971-08-14,47,2016-06-10,Arvada,CO,5327 Pierce Street,Cynthia,39.79299899999999,-105.072757,529,20828.55589005913
Douglas,Harris,Douglas Harris,384-919-0026,574,1986-08-07,32,2001-02-16,Oklahoma City,OK,1709 Southeast 51st Street,Cynthia,35.414161,-97.48171099999999,"529,Roth 401(k),Brokerage",43253.85214917406
Larry,Krause,Larry Krause,172-269-1956,575,1956-11-14,62,2000-11-20,Palisade,CO,715 36.1 Road,Robert,39.108376,-108.383924,"Roth IRA,529,Roth 401(k)",25281.429655105603
Billy,Wofford,Billy Wofford,535-681-9235,576,1975-09-06,43,2010-08-09,Franklin,VT,5348 Main Street,Robert,44.9841611,-72.91668729999999,Traditional IRA,7378.317983569996
Kymberly,Shelvey,Kymberly Shelvey,421-277-3902,577,1952-10-01,66,2016-10-02,Washington,DC,1333 Kenyon Street Northwest,Robert,38.930001,-77.0309709,"529,Roth IRA,Roth 401(k),Traditional IRA",69823.63421326125
David,Brown,David Brown,358-627-2084,578,1986-02-11,32,2016-07-14,Manchester,CT,110 Castle Hill,Robert,41.7820711,-72.4827912,Traditional IRA,3083.268708703782
Gerald,Smith,Gerald Smith,520-605-5065,579,1960-01-11,58,2012-12-10,Oakland,CA,6214 Herzog Street,Robert,37.84557849999999,-122.2825201,"Brokerage,Roth IRA",36717.61830302357
Mathew,Shiigi,Mathew Shiigi,667-235-4883,580,1979-07-22,39,2017-08-24,Oklahoma City,OK,4408 Northwest 55th Street,Robert,35.526527,-97.59923599999999,"Brokerage,Roth 401(k),529,Roth IRA,Traditional IRA",322704.92425194115
Kathy,Crandall,Kathy Crandall,113-361-7470,581,1959-07-24,59,2002-08-28,Arvada,CO,8446 Coors Loop,Cynthia,39.849403,-105.1536784,Traditional IRA,13605.17752403361
John,Riddle,John Riddle,398-135-9218,582,1974-03-07,44,2003-09-12,Tahoe City,CA,3115 North Lake Boulevard,Robert,39.190947,-120.108825,"Brokerage,Roth 401(k),Traditional IRA,Roth IRA",274484.6232904511
Karen,Lindsey,Karen Lindsey,386-969-9524,583,1962-05-19,56,2013-11-28,Nashville,TN,1261 Sioux Terrace,Cynthia,36.247799,-86.670508,Brokerage,20179.83348886237
Ian,Ledet,Ian Ledet,345-821-1271,584,1954-08-19,64,2016-11-01,Milford,MA,228 Central Street,Robert,42.13911,-71.5115022,"Roth IRA,Roth 401(k)",25605.600277619993
Mary,Mckinney,Mary Mckinney,201-653-1015,585,1989-09-10,29,2014-10-09,Nashville,TN,7405 River Park Drive,Robert,36.0581729,-86.974773,"Roth 401(k),Traditional IRA,529,Brokerage",56544.948923796976
Marie,Hogan,Marie Hogan,691-449-8868,586,1955-06-18,63,2017-04-20,Arvada,CO,5688 Johnson Court,Cynthia,39.798419,-105.109316,"Brokerage,Roth IRA,Roth 401(k),Traditional IRA,529",59274.4030266895
Stanley,Carpenter,Stanley Carpenter,124-569-1670,587,1953-11-23,64,2005-06-11,Arvada,CO,8935 Cole Drive,Cynthia,39.810298,-105.096769,"Traditional IRA,529,Roth IRA,Roth 401(k),Brokerage",60063.9746187848
Nita,Wright,Nita Wright,694-452-7366,588,1958-05-24,60,2006-03-04,Savannah,GA,816 East 69th Street,Robert,32.027691,-81.094798,Brokerage,19913.201939822087
Robert,Cundiff,Robert Cundiff,667-851-6695,589,1964-12-01,53,2015-07-20,Panama City,FL,1025 West 19th Street,Cynthia,30.18252889999999,-85.676771,"529,Brokerage,Roth IRA,Roth 401(k),Traditional IRA",68028.42552687782
Pamela,Brooks,Pamela Brooks,202-904-8365,590,1979-06-10,39,2006-05-17,Louisville,KY,7431 Candace Way,Robert,38.142768,-85.7717132,"529,Roth IRA,Traditional IRA",23989.500247746662
Oscar,Cooper,Oscar Cooper,259-663-9388,591,1968-06-17,50,2011-08-07,Baltimore,MD,5306 Ritchie Highway,Robert,39.221978,-76.614183,"Traditional IRA,Roth IRA,Brokerage,Roth 401(k)",65221.13053932931
Orlando,Barron,Orlando Barron,142-700-3697,592,1968-07-23,50,2017-08-14,Anchorage,AK,25721 Berryhill Road,Cynthia,61.291218,-149.40241,"529,Roth IRA,Traditional IRA,Roth 401(k)",55442.62338748489
Willie,Kearns,Willie Kearns,327-700-0977,593,1957-09-04,61,2003-12-01,Manchester,CT,210 Green Road,Robert,41.7909099,-72.51195129999999,"Brokerage,Roth IRA,Roth 401(k),529",41288.97212465521
Joseph,Singleton,Joseph Singleton,150-477-9847,594,1969-03-13,49,2002-01-24,Oklahoma City,OK,6401 Green Meadow Lane,Cynthia,35.5369572,-97.66297139999999,"Brokerage,529,Traditional IRA,Roth IRA,Roth 401(k)",38645.96376663896
Erwin,Ortiz,Erwin Ortiz,544-593-7700,595,1972-01-06,46,2003-08-24,Arnold,MD,1102 Spy Glass Drive,Robert,39.054956,-76.488569,"Traditional IRA,Roth IRA,Roth 401(k),529,Brokerage",208363.42955345352
Silvia,Hall,Silvia Hall,503-932-9011,596,1990-04-22,28,2017-04-08,Montgomery,AL,1914 Stratford Downs Drive,Robert,32.3544811,-86.211,"Brokerage,Roth IRA",17256.625190587914
Delilah,Knight,Delilah Knight,469-616-3072,597,1968-02-07,50,2005-04-13,Southport,FL,9222 Sandra Grace Road,Robert,30.317219,-85.615911,"529,Roth 401(k)",18604.567621241345
Wendy,Policare,Wendy Policare,406-328-1613,598,1968-02-12,50,2015-11-14,Fremont,CA,43949 South Moray Street,Robert,37.5192549,-121.926948,"Traditional IRA,529,Brokerage,Roth 401(k)",49673.885426465305
Amy,Reese,Amy Reese,427-264-5574,599,1961-05-26,57,2001-05-15,Anchorage,AK,2314 Marian Bay Circle,Cynthia,61.113332,-149.9217359,"529,Brokerage,Traditional IRA",42091.45330028052
Michael,Davis,Michael Davis,529-112-3129,600,1977-07-22,41,2000-03-20,Arvada,CO,6391 West 60th Avenue,Cynthia,39.8060295,-105.0667699,"Traditional IRA,Roth IRA,Brokerage",49452.463379363384
Jeffery,Owen,Jeffery Owen,394-820-9437,601,1975-10-03,43,2002-11-03,Manchester,CT,93 Hamlin Street,Robert,41.7735186,-72.5152106,"Roth 401(k),Traditional IRA,Brokerage,529,Roth IRA",59359.50224431222
Philip,Roach,Philip Roach,317-457-5921,602,1982-10-20,36,2015-10-18,Anchorage,AK,3815 Williams Street,Robert,61.185711,-149.8443848,"Roth 401(k),Traditional IRA,529,Brokerage",53830.7731870215
Caroline,Pierre,Caroline Pierre,297-657-2327,603,1957-05-26,61,2017-07-23,Montgomery,AL,8293 Grayson Grove,Robert,32.3331541,-86.1546573,"Brokerage,Roth IRA",31823.75574012455
Yvette,Meir,Yvette Meir,175-671-3368,604,1950-03-18,68,2000-11-07,Montgomery,AL,8820 Vaughn Road,Robert,32.337777,-86.13765590000001,"Roth IRA,Traditional IRA,529,Brokerage,Roth 401(k)",66324.86111749549
Michael,Jones,Michael Jones,432-368-0539,605,1950-09-25,68,2005-10-21,Savannah,GA,10714 Abercorn Street,Cynthia,31.9795828,-81.1330018,"Traditional IRA,Roth IRA,Brokerage",36896.553011669654
Bobbie,Adkins,Bobbie Adkins,643-138-6790,606,1955-08-04,63,2014-07-20,Dummerston,VT,3 Emery Hill Drive,Robert,42.957065,-72.587507,529,8854.524359475017
Larry,Benson,Larry Benson,441-217-0259,607,1968-09-06,50,2006-05-21,Glen Burnie,MD,268 Glengary Garth,Cynthia,39.136251,-76.61665599999999,Traditional IRA,1171.1007911589695
Elena,Parker,Elena Parker,194-121-2417,608,1964-01-04,54,2015-07-16,Savannah,GA,1939 Greenwood Street,Cynthia,32.065645,-81.059235,"529,Brokerage,Traditional IRA,Roth IRA",111751.12876447244
Frances,Kiani,Frances Kiani,656-711-9933,609,1988-09-17,30,2003-03-17,Arvada,CO,6342 Kendall Street,Robert,39.811755,-105.0660879,"Brokerage,Roth 401(k)",28870.217335478505
Tammie,Fisher,Tammie Fisher,316-777-9895,610,1990-02-08,28,2003-02-09,Panama City,FL,7041 Coe Road,Robert,30.2716997,-85.5325422,"Roth IRA,Roth 401(k),Brokerage,Traditional IRA,529",50475.51463900253
Felecia,Brown,Felecia Brown,175-858-6666,611,1971-12-04,46,2015-03-18,Nashville,TN,1211 Rock Creek Trce,Robert,36.237989,-86.800055,"529,Roth 401(k),Roth IRA,Brokerage,Traditional IRA",97972.43986072071
Mary,Speegle,Mary Speegle,630-992-8947,612,1984-11-11,34,2011-01-02,Nashville,TN,1124 Jacobs Court,Robert,36.31671,-86.921248,"Traditional IRA,Roth IRA,529",41670.65200879147
Chelsea,Hudson,Chelsea Hudson,239-835-7939,613,1986-10-19,32,2005-04-03,Longmeadow,MA,73 Twin Hills Drive,Cynthia,42.0420378,-72.5428872,Traditional IRA,2453.5704878111205
Loida,Pfost,Loida Pfost,366-733-5007,614,1988-06-23,30,2001-03-07,San Leandro,CA,2399 East 14th Street,Cynthia,37.7159947,-122.1460405,"Roth IRA,Traditional IRA,Brokerage",37001.865843797386
Monica,Clark,Monica Clark,151-722-4647,615,1964-02-13,54,2015-05-22,Washington,DC,4667 Benning Road Southeast,Robert,38.8847377,-76.9355625,529,14242.547770377518
Laura,Bala,Laura Bala,416-742-7049,616,1982-09-17,36,2009-08-16,Washington,DC,832 51st Street Northeast,Cynthia,38.9008832,-76.9273381,"529,Traditional IRA,Roth 401(k)",40219.55223881229
Julie,Cole,Julie Cole,464-301-4441,617,1987-10-10,31,2016-12-28,Grand Junction,CO,2894 Music Avenue,Robert,39.097082,-108.516175,"Traditional IRA,Roth 401(k),529,Roth IRA,Brokerage",76459.46243950215
Loretta,Faulkner,Loretta Faulkner,520-104-0693,618,1971-04-11,47,2016-10-13,Louisville,KY,12002 Vanherr Drive,Robert,38.191896,-85.546677,Brokerage,14961.425013185779
Raymond,Harris,Raymond Harris,366-551-6089,619,1971-02-18,47,2010-09-27,Panama City,FL,127 Grand Heron Drive,Cynthia,30.189702,-85.80841099999999,Brokerage,21858.899843982792
Charles,Horn,Charles Horn,541-330-2814,620,1975-10-18,43,2008-05-23,Louisville,KY,1002 Highland Avenue,Robert,38.2371577,-85.7367362,"Roth 401(k),529,Roth IRA,Brokerage,Traditional IRA",330514.2655150449
Fermin,Martin,Fermin Martin,644-749-0461,621,1976-06-10,42,2013-11-24,Savannah,GA,415 West 42nd Street,Robert,32.0543472,-81.1064222,"529,Roth IRA,Traditional IRA",153719.93596832285
Shirley,Kuether,Shirley Kuether,196-791-5655,622,1963-04-01,55,2006-08-26,Louisville,KY,3408 Taylorsville Road,Cynthia,38.2217118,-85.6571735,"Brokerage,Traditional IRA,Roth 401(k),529,Roth IRA",80962.40432210104
Clyde,Casper,Clyde Casper,185-603-2249,623,1964-09-14,54,2011-06-18,Louisville,KY,1311 Durrett Lane,Robert,38.19042350000001,-85.71786039999999,"Traditional IRA,Roth IRA",16007.60649002436
Steven,Smith,Steven Smith,457-637-0088,624,1952-10-07,66,2005-09-11,Louisville,KY,6624 Strawberry Lane,Robert,38.160651,-85.761636,"Brokerage,Traditional IRA,529,Roth 401(k),Roth IRA",71195.17730028194
Ellen,Brickey,Ellen Brickey,683-777-6731,625,1990-06-20,28,2002-09-28,Arvada,CO,11941 West 58th Avenue,Cynthia,39.8020935,-105.1321102,"Roth IRA,529,Brokerage,Roth 401(k),Traditional IRA",150541.3146264255
Susan,Carey,Susan Carey,606-492-0571,626,1990-11-02,28,2016-11-28,Savannah,GA,7 River Otter Lane,Cynthia,31.938468,-81.06171499999999,"Brokerage,Roth 401(k),Traditional IRA,529,Roth IRA",75191.9330004345
Deborah,Brown,Deborah Brown,271-759-1262,627,1957-06-07,61,2014-02-22,Castro Valley,CA,6145 East Castro Valley Boulevard,Cynthia,37.6992206,-122.0300502,"Roth 401(k),Traditional IRA",37473.39142246697
Michael,Reynolds,Michael Reynolds,367-320-1272,628,1952-01-06,66,2004-01-04,Louisville,KY,3620 Colmar Drive,Cynthia,38.235977,-85.81636,Traditional IRA,23472.002125295192
Judith,Daigle,Judith Daigle,210-231-2757,629,1982-07-07,36,2004-12-11,Manchester,CT,16 Pine Hill Street,Robert,41.791086,-72.52382,"529,Roth 401(k),Traditional IRA,Brokerage",57847.070879199724
Bertha,Moses,Bertha Moses,345-664-0918,630,1976-03-10,42,2010-11-25,Beverly Hills,FL,5038 North Cimarron Drive,Robert,28.935938,-82.527367,"Brokerage,Traditional IRA,529,Roth 401(k),Roth IRA",52730.18382509669
William,Compton,William Compton,395-861-1626,631,1982-07-25,36,2016-08-26,Davis,CA,107 Guaymas Place,Robert,38.567048,-121.746046,529,290336.8784840267
Ludie,Ortiz,Ludie Ortiz,296-120-8432,632,1973-02-22,45,2014-05-01,Savannah,GA,1149 Darwin Street,Cynthia,32.069096,-81.11547,"Brokerage,529,Traditional IRA",98463.23057285638
Alina,Amerson,Alina Amerson,228-654-8958,633,1987-01-27,31,2007-11-20,Middleborough,MA,222 Plymouth Street,Cynthia,41.928117,-70.9416075,"529,Roth IRA,Brokerage,Traditional IRA",44710.0052031017
Vesta,Smith,Vesta Smith,255-819-6887,634,1984-12-05,33,2014-08-09,Washington,DC,3138 Banneker Drive Northeast,Cynthia,38.92471099999999,-76.96210769999999,"Brokerage,Traditional IRA,Roth 401(k),529",49657.36951714925
Marion,Gleason,Marion Gleason,627-157-2601,635,1984-09-05,34,2009-06-21,Everett,MA,88 Shute Street,Robert,42.4192568,-71.0469179,"529,Roth 401(k),Roth IRA,Brokerage,Traditional IRA",381718.62322465266
Theresa,Bocchi,Theresa Bocchi,320-458-8432,636,1968-12-08,49,2003-04-24,Montgomery,AL,1361 Barret Park Way,Cynthia,32.3073745,-86.14638219999999,"Roth 401(k),529",29479.80888273946
Tanya,Cone,Tanya Cone,405-484-0500,637,1972-09-02,46,2013-01-08,Manchester,CT,525 Middle Turnpike West,Cynthia,41.7813693,-72.549026,"529,Brokerage,Roth 401(k),Roth IRA",42830.70075268232
Amanda,Tamulis,Amanda Tamulis,217-284-9309,638,1980-08-07,38,2012-09-21,Glendale,AZ,5024 West Christy Drive,Cynthia,33.584293,-112.167218,"Brokerage,529,Traditional IRA,Roth 401(k),Roth IRA",183650.9873874936
Sharon,Meyer,Sharon Meyer,203-946-3418,639,1957-06-06,61,2011-11-01,Glendale,AZ,20000 North 57th Avenue,Cynthia,33.665568,-112.18057,"529,Traditional IRA,Roth 401(k),Brokerage,Roth IRA",33848.30847331042
Faith,Gonzalez,Faith Gonzalez,655-414-2419,640,1960-11-15,58,2002-02-13,Savannah,GA,618 McLaws Street,Robert,32.018382,-81.09913399999999,"Roth 401(k),Traditional IRA,529",28009.764607937566
Sylvia,Mendoza,Sylvia Mendoza,431-892-0239,641,1954-10-06,64,2017-02-06,Harwich,MA,25 Wendys Way,Robert,41.698893,-70.07624,Brokerage,21635.705279551345
Frieda,Morris,Frieda Morris,216-301-6939,642,1968-01-10,50,2011-01-01,Manchester,CT,210 Green Road,Cynthia,41.7909099,-72.51195129999999,"529,Brokerage,Traditional IRA,Roth IRA",67979.60044127933
Mary,Hansen,Mary Hansen,414-794-3006,643,1958-01-17,60,2012-04-05,Fayetteville,AR,3231 North Kings Cross,Cynthia,36.1093059,-94.124859,"Brokerage,Traditional IRA,529",33111.39899268498
Berta,Pike,Berta Pike,417-200-7311,644,1951-01-25,67,2002-06-19,Manchester,CT,205 Homestead Street,Cynthia,41.7890898,-72.5312538,"Traditional IRA,Roth IRA,Brokerage,Roth 401(k),529",255041.55846400597
Daniel,Todd,Daniel Todd,523-358-4581,645,1989-07-23,29,2007-05-06,Panama City,FL,414 Tanya Pass,Robert,30.142348,-85.55865299999999,Traditional IRA,19304.910384448165
Priscilla,Zatorski,Priscilla Zatorski,290-294-2174,646,1968-05-03,50,2011-03-10,Pasadena,MD,243 Kentucky Avenue,Robert,39.09807199999999,-76.477169,"529,Brokerage,Traditional IRA",53376.65324840666
Stephen,Cross,Stephen Cross,582-326-4489,647,1956-01-04,62,2017-11-01,Louisville,KY,208 Kinnaird Lane,Robert,38.242112,-85.550184,"Brokerage,Traditional IRA,529,Roth 401(k),Roth IRA",330761.2382133107
Nella,Cochran,Nella Cochran,190-996-1611,648,1952-10-05,66,2000-04-04,Arvada,CO,6434 Wright Street,Cynthia,39.813486,-105.140068,"Roth IRA,Traditional IRA,Brokerage",43796.59541721567
Bryan,Lettieri,Bryan Lettieri,562-695-3568,649,1955-07-19,63,2017-03-09,Washington,DC,2327 Pomeroy Road Southeast,Cynthia,38.857527,-76.98526,"Traditional IRA,Roth IRA,Roth 401(k),529",68027.6819688343
Alan,Burgo,Alan Burgo,414-604-5963,650,1965-04-03,53,2011-09-28,Glendale,AZ,5125 North 58th Avenue,Cynthia,33.5125581,-112.1828849,"Brokerage,Roth 401(k),529",34617.74567150161
